cavitynest_interactor,recorder,BBS_InteractionPairs_entry,BOW_citation,Genus,Species,English_Common_Name,French_Common_Name,Spanish_Common_Name,ORDER,Family,Seq,AOU
secondary,EP,8/12/2022,"Patten, M. A. and B. D. Smith-Patten (2020). Black-crested Titmouse (Baeolophus atricristatus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.blctit4.01",Baeolophus,atricristatus,Black-crested Titmouse,Mésange à plumet noir,Baeolophus atricristatus,Passeriformes,Paridae,1049,7320
,,,,Baeolophus,bicolor / atricristatus,unid. Tufted Titmouse / Black-crested Titmouse,unid Mésange bicolore / Mésange à plumet noir,Baeolophus bicolor / atricristatus,Passeriformes,Paridae,1050,7315
,,,,Auriparus,flaviceps,Verdin,Auripare verdin,Auriparus flaviceps,Passeriformes,Remizidae,1051,7460
secondary,PLZ,2/3/2022,"Sloane, S. A. (2020). Bushtit (Psaltriparus minimus), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.bushti.01",Psaltriparus,minimus,Bushtit,Mésange buissonnière,Psaltriparus minimus,Passeriformes,Aegithalidae,1052,7430
secondary,EP,8/12/2022,"Ghalambor, C. K. and T. E. Martin (2020). Red-breasted Nuthatch (Sitta canadensis), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.rebnut.01",Sitta,canadensis,Red-breasted Nuthatch,Sittelle à poitrine rousse,Sitta canadensis,Passeriformes,Sittidae,1053,7280
secondary,EP,4/16/2019; checked 8/18/2022,"Grubb Jr., T. C. and V. V. Pravosudov (2020). White-breasted Nuthatch (Sitta carolinensis), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.whbnut.01",Sitta,carolinensis,White-breasted Nuthatch,Sittelle à poitrine blanche,Sitta carolinensis,Passeriformes,Sittidae,1054,7270
secondary,EP,8/19/2022-8/22/2022,"Kingery, H. E. and C. K. Ghalambor (2020). Pygmy Nuthatch (Sitta pygmaea), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.pygnut.01",Sitta,pygmaea,Pygmy Nuthatch,Sittelle pygmée,Sitta pygmaea,Passeriformes,Sittidae,1055,7300
secondary,EP,8/22/2022,"Slater, G. L., J. D. Lloyd, J. H. Withgott, and K. G. Smith (2021). Brown-headed Nuthatch (Sitta pusilla), version 1.1. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.bnhnut.01.1",Sitta,pusilla,Brown-headed Nuthatch,Sittelle à tête brune,Sitta pusilla,Passeriformes,Sittidae,1056,7290
secondary,EP,3/26/2019; checked 8/22/2022,"Poulin, J., É. D'Astous, M. Villard, S. J. Hejl, K. R. Newlon, M. E. McFadzen, J. S. Young, and C. K. Ghalambor (2020). Brown Creeper (Certhia americana), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.brncre.01",Certhia,americana,Brown Creeper,Grimpereau brun,Certhia americana,Passeriformes,Certhiidae,1057,7260
,,,,Salpinctes,obsoletus,Rock Wren,Troglodyte des rochers,Salpinctes obsoletus,Passeriformes,Troglodytidae,1058,7150
,,,,Catherpes,mexicanus,Canyon Wren,Troglodyte des canyons,Catherpes mexicanus,Passeriformes,Troglodytidae,1060,7170
secondary,EP,8/24/2022 - 8/25/2022,"Johnson, L. S. (2020). House Wren (Troglodytes aedon), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.houwre.01",Troglodytes,aedon,House Wren,Troglodyte familier,Troglodytes aedon,Passeriformes,Troglodytidae,1063,7210
,,,,Troglodytes,pacificus,Pacific Wren,Troglodyte de Baird,Troglodytes pacificus,Passeriformes,Troglodytidae,1067,7221
,,,,Troglodytes,hiemalis,Winter Wren,Troglodyte des forêts,Troglodytes hiemalis,Passeriformes,Troglodytidae,1068,7222
,,,,Troglodytes,pacificus / hiemalis,unid. Pacific Wren / Winter Wren,unid Troglodyte des forêts / Troglodyte de Baird,Troglodytes pacificus / hiemalis,Passeriformes,Troglodytidae,1069,7220
,,,,Cistothorus,platensis,Sedge Wren,Troglodyte à bec court,Cistothorus platensis,Passeriformes,Troglodytidae,1070,7240
,,,,Cistothorus,palustris,Marsh Wren,Troglodyte des marais,Cistothorus palustris,Passeriformes,Troglodytidae,1071,7250
,,,,Thryothorus,ludovicianus,Carolina Wren,Troglodyte de Caroline,Thryothorus ludovicianus,Passeriformes,Troglodytidae,1072,7180
,,,,Thryomanes,bewickii,Bewick's Wren,Troglodyte de Bewick,Thryomanes bewickii,Passeriformes,Troglodytidae,1073,7190
secondary,EP,3/26/2019; checked 8/26/2022,"Hamilton, R. A., G. A. Proudfoot, D. A. Sherry, and S. L. Johnson (2020). Cactus Wren (Campylorhynchus brunneicapillus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.cacwre.01",Campylorhynchus,brunneicapillus,Cactus Wren,Troglodyte des cactus,Campylorhynchus brunneicapillus,Passeriformes,Troglodytidae,1081,7130
,,,,Thryophilus,sinaloa,Sinaloa Wren,Troglodyte du Sinaloa,Thryophilus sinaloa,Passeriformes,Troglodytidae,1085,16600
secondary,PLZ,3/21/2019-11/23/2021,"Kershner, E. L. and W. G. Ellison (2020). Blue-gray Gnatcatcher (Polioptila caerulea), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.buggna.01",Polioptila,caerulea,Blue-gray Gnatcatcher,Gobemoucheron gris-bleu,Polioptila caerulea,Passeriformes,Polioptilidae,1092,7510
,,,,Polioptila,californica,California Gnatcatcher,Gobemoucheron de Californie,Polioptila californica,Passeriformes,Polioptilidae,1093,7530
,,,,Polioptila,melanura,Black-tailed Gnatcatcher,Gobemoucheron à queue noire,Polioptila melanura,Passeriformes,Polioptilidae,1094,7520
,,,,Polioptila,caerulea / melanura,unid. Blue-gray / Black-tailed Gnatcatcher,unid Gobemoucheron gris-bleu / à queue noire,Polioptila caerulea / melanura,Passeriformes,Polioptilidae,1095,7539
,,,,Cinclus,mexicanus,American Dipper,Cincle d'Amérique,Cinclus mexicanus,Passeriformes,Cinclidae,1100,7010
,,,,Regulus,satrapa,Golden-crowned Kinglet,Roitelet à couronne dorée,Regulus satrapa,Passeriformes,Regulidae,1103,7480
secondary,EP,8/26/2022,"Swanson, D. L., J. L. Ingold, and G. E. Wallace (2021). Ruby-crowned Kinglet (Corthylio calendula), version 1.1. In Birds of the World (Editor not available). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.ruckin.01.1",Regulus,calendula,Ruby-crowned Kinglet,Roitelet à couronne rubis,Regulus calendula,Passeriformes,Regulidae,1104,7490
,,,,Phylloscopus,borealis,Arctic Warbler,Pouillot boréal,Phylloscopus borealis,Passeriformes,Phylloscopidae,1111,7470
tertiary,JF,10/14/22,Geoffrey R. Geupel and Grant Ballard,Chamaea,fasciata,Wrentit,Cama brune,Chamaea fasciata,Passeriformes,Sylviidae,1114,7420
,,,,Cyanecula,svecica,Bluethroat,Gorgebleue à miroir,Cyanecula svecica,Passeriformes,Muscicapidae,1125,7640
,,,,Oenanthe,oenanthe,Northern Wheatear,Traquet motteux,Oenanthe oenanthe,Passeriformes,Muscicapidae,1133,7650
secondary,EP,8/29/2022,"Gowaty, P. A. and J. H. Plissner (2020). Eastern Bluebird (Sialia sialis), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.easblu.01",Sialia,sialis,Eastern Bluebird,Merlebleu de l'Est,Sialia sialis,Passeriformes,Turdidae,1134,7660
secondary,EP,8/29/2022,"Guinan, J. A., P. A. Gowaty, and E. K. Eltzroth (2020). Western Bluebird (Sialia mexicana), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.wesblu.01",Sialia,mexicana,Western Bluebird,Merlebleu de l'Ouest,Sialia mexicana,Passeriformes,Turdidae,1135,7670
secondary,EP,8/29/2022,"Johnson, L. S. and R. D. Dawson (2020). Mountain Bluebird (Sialia currucoides), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.moublu.01",Sialia,currucoides,Mountain Bluebird,Merlebleu azuré,Sialia currucoides,Passeriformes,Turdidae,1136,7680
,,,,Myadestes,townsendi,Townsend's Solitaire,Solitaire de Townsend,Myadestes townsendi,Passeriformes,Turdidae,1137,7540
,,,,Catharus,fuscescens,Veery,Grive fauve,Catharus fuscescens,Passeriformes,Turdidae,1145,7560
,,,,Catharus,minimus,Gray-cheeked Thrush,Grive à joues grises,Catharus minimus,Passeriformes,Turdidae,1146,7570
,,,,Catharus,bicknelli,Bicknell's Thrush,Grive de Bicknell,Catharus bicknelli,Passeriformes,Turdidae,1147,7571
,,,,Catharus,ustulatus,Swainson's Thrush,Grive à dos olive,Catharus ustulatus,Passeriformes,Turdidae,1148,7580
tertiary,JF,10/18/22,"Rachel Dellinger, Petra Bohall Wood, Peter W. Jones, and Therese M. Donovan",Catharus,guttatus,Hermit Thrush,Grive solitaire,Catharus guttatus,Passeriformes,Turdidae,1149,7590
,,,,Hylocichla,mustelina,Wood Thrush,Grive des bois,Hylocichla mustelina,Passeriformes,Turdidae,1150,7550
tertiary,JF,,,Turdus,migratorius,American Robin,Merle d'Amérique,Turdus migratorius,Passeriformes,Turdidae,1163,7610
tertiary,,,,Ixoreus,naevius,Varied Thrush,Grive à collier,Ixoreus naevius,Passeriformes,Turdidae,1165,7630
,,,,Dumetella,carolinensis,Gray Catbird,Moqueur chat,Dumetella carolinensis,Passeriformes,Mimidae,1170,7040
secondary,EP,8/29/2022,"Tweit, R. C. (2020). Curve-billed Thrasher (Toxostoma curvirostre), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.cubthr.01",Toxostoma,curvirostre,Curve-billed Thrasher,Moqueur à bec courbe,Toxostoma curvirostre,Passeriformes,Mimidae,1171,7070
secondary,EP,8/29/2022,"Cavitt, J. F. and C. A. Haas (2020). Brown Thrasher (Toxostoma rufum), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.brnthr.01",Toxostoma,rufum,Brown Thrasher,Moqueur roux,Toxostoma rufum,Passeriformes,Mimidae,1173,7050
tertiary,EP,4/4/2019; checked 9/29/2022,"Tweit, R. C. (2020). Long-billed Thrasher (Toxostoma longirostre), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.lobthr.01",Toxostoma,longirostre,Long-billed Thrasher,Moqueur à long bec,Toxostoma longirostre,Passeriformes,Mimidae,1174,7060
secondary,EP,8/29/2022,"England, A. S. and W. F. Laudenslayer Jr. (2020). Bendire's Thrasher (Toxostoma bendirei), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.benthr.01",Toxostoma,bendirei,Bendire's Thrasher,Moqueur de Bendire,Toxostoma bendirei,Passeriformes,Mimidae,1176,7080
tertiary,EP,3/26/2019; checked 9/29/2022,"Cody, M. L. (2020). California Thrasher (Toxostoma redivivum), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.calthr.01",Toxostoma,redivivum,California Thrasher,Moqueur de Californie,Toxostoma redivivum,Passeriformes,Mimidae,1178,7100
,,,,Toxostoma,lecontei,LeConte's Thrasher,Moqueur de LeConte,Toxostoma lecontei,Passeriformes,Mimidae,1179,7110
,,,,Toxostoma,crissale,Crissal Thrasher,Moqueur cul-roux,Toxostoma crissale,Passeriformes,Mimidae,1180,7120
,,,,Oreoscoptes,montanus,Sage Thrasher,Moqueur des armoises,Oreoscoptes montanus,Passeriformes,Mimidae,1181,7020
,,,,Mimus,gundlachii,Bahama Mockingbird,Moqueur des Bahamas,Mimus gundlachii,Passeriformes,Mimidae,1182,7031
secondary,EP,8/30/2022,"Farnsworth, G., G. A. Londono, J. U. Martin, K. C. Derrickson, and R. Breitwisch (2020). Northern Mockingbird (Mimus polyglottos), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.normoc.01",Mimus,polyglottos,Northern Mockingbird,Moqueur polyglotte,Mimus polyglottos,Passeriformes,Mimidae,1185,7030
secondary,EP,8/30/2022,"Cabe, P. R. (2020). European Starling (Sturnus vulgaris), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.eursta.01",Sturnus,vulgaris,European Starling,Étourneau sansonnet,Sturnus vulgaris,Passeriformes,Sturnidae,1186,4930
,,,,Acridotheres,tristis,Common Myna,Martin triste,Acridotheres tristis,Passeriformes,Sturnidae,1187,4932
,,,,Bombycilla,garrulus,Bohemian Waxwing,Jaseur boréal,Bombycilla garrulus,Passeriformes,Bombycillidae,1188,6180
tertiary,,,,Bombycilla,cedrorum,Cedar Waxwing,Jaseur d'Amérique,Bombycilla cedrorum,Passeriformes,Bombycillidae,1189,6190
,,,,Bombycilla,garrulus / cedrorum,unid. Cedar Waxwing / Bohemian Waxwing,unid Jaseur sp.,Bombycilla garrulus / cedrorum,Passeriformes,Bombycillidae,1190,6185
,,,,Phainopepla,nitens,Phainopepla,Phénopèple luisant,Phainopepla nitens,Passeriformes,Ptiliogonatidae,1192,6200
,,,,Peucedramus,taeniatus,Olive Warbler,Fauvine des pins,Peucedramus taeniatus,Passeriformes,Peucedramidae,1193,6510
,,,,Euplectes,franciscanus,Northern Red Bishop,Euplecte franciscain,Euplectes franciscanus,Passeriformes,Ploceidae,1195,19500
,,,,Vidua,macroura,Pin-tailed Whydah,Veuve dominicaine,Vidua macroura,Passeriformes,Viduidae,1196,19510
,,,,Lonchura,punctulata,Scaly-breasted Munia,Capucin damier,Lonchura punctulata,Passeriformes,Estrildidae,1197,8110
secondary,EP,8/30/2022,"Lowther, P. E. and C. L. Cink (2020). House Sparrow (Passer domesticus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.houspa.01",Passer,domesticus,House Sparrow,Moineau domestique,Passer domesticus,Passeriformes,Passeridae,1200,6882
,,,,Passer,montanus,Eurasian Tree Sparrow,Moineau friquet,Passer montanus,Passeriformes,Passeridae,1201,6883
,,,,Motacilla,tschutschensis,Eastern Yellow Wagtail,Bergeronnette de Béringie,Motacilla tschutschensis,Passeriformes,Motacillidae,1202,6960
,,,,Motacilla,alba,White Wagtail,Bergeronnette grise,Motacilla alba,Passeriformes,Motacillidae,1205,6940
,,,,Anthus,cervinus,Red-throated Pipit,Pipit à gorge rousse,Anthus cervinus,Passeriformes,Motacillidae,1209,6990
,,,,Anthus,rubescens,American Pipit,Pipit d'Amérique,Anthus rubescens,Passeriformes,Motacillidae,1210,6970
,,,,Anthus,spragueii,Sprague's Pipit,Pipit de Sprague,Anthus spragueii,Passeriformes,Motacillidae,1211,7000
,,,,Coccothraustes,vespertinus,Evening Grosbeak,Gros-bec errant,Coccothraustes vespertinus,Passeriformes,Fringillidae,1221,5140
secondary,EP,8/30/2022,"Young, M. A. and C. S. Adkisson (2020). Pine Grosbeak (Pinicola enucleator), version 2.0. In Birds of the World (P. G. Rodewald, B. K. Keeney, and S. M. Billerman, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.pingro.02",Pinicola,enucleator,Pine Grosbeak,Durbec des sapins,Pinicola enucleator,Passeriformes,Fringillidae,1224,5150
,,,,Leucosticte,tephrocotis,Gray-crowned Rosy-Finch,Roselin à tête grise,Leucosticte tephrocotis,Passeriformes,Fringillidae,1227,5240
,,,,Leucosticte,atrata,Black Rosy-Finch,Roselin noir,Leucosticte atrata,Passeriformes,Fringillidae,1228,5250
,,,,Leucosticte,australis,Brown-capped Rosy-Finch,Roselin à tête brune,Leucosticte australis,Passeriformes,Fringillidae,1229,5260
secondary,EP,8/30/2022,"Badyaev, A. V., V. Belloni, and G. E. Hill (2020). House Finch (Haemorhous mexicanus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.houfin.01",Haemorhous,mexicanus,House Finch,Roselin familier,Haemorhous mexicanus,Passeriformes,Fringillidae,1230,5190
,,,,Haemorhous,purpureus,Purple Finch,Roselin pourpré,Haemorhous purpureus,Passeriformes,Fringillidae,1231,5170
,,,,Haemorhous,cassinii,Cassin's Finch,Roselin de Cassin,Haemorhous cassinii,Passeriformes,Fringillidae,1232,5180
,,,,Carpodacus,purpureus / cassinii / mexicanus,unid. Purple Finch / Cassin's Finch / House Finch,unid Roselin pourpré / de Cassin / familier,Carpodacus purpureus / cassinii / mexicanus,Passeriformes,Fringillidae,1233,5195
secondary,EP,8/30/2022,"Knox, A. G. and P. E. Lowther (2020). Common Redpoll (Acanthis flammea), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.comred.01",Acanthis,flammea,Common Redpoll,Sizerin flammé,Acanthis flammea,Passeriformes,Fringillidae,1236,5280
tertiary ,IH,9/22/2022,"Knox, A. G. and P. E. Lowther (2020). Hoary Redpoll (Acanthis hornemanni), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.hoared.01",Acanthis,hornemanni,Hoary Redpoll,Sizerin blanchâtre,Acanthis hornemanni,Passeriformes,Fringillidae,1237,5270
,,,,Carduelis,flammea / hornemanni,unid. Common Redpoll / Hoary Redpoll,unid Sizerin flame / Sizerin blanchâtre,Carduelis flammea / hornemanni,Passeriformes,Fringillidae,1238,5275
secondary,EP,8/30/2022,"Benkman, C. W. and M. A. Young (2020). Red Crossbill (Loxia curvirostra), version 1.0. In Birds of the World (S. M. Billerman, B. K. Keeney, P. G. Rodewald, and T. S. Schulenberg, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.redcro.01",Loxia,curvirostra,Red Crossbill,Bec-croisé des sapins,Loxia curvirostra,Passeriformes,Fringillidae,1239,5210
,,,,Loxia,sinesciuris / curvirostra,Unid. Cassia Crossbill / Red Crossbill,Unid Bec-croisé de l'Idaho / des sapins,Loxia sinesciuris / curvirostra,Passeriformes,Fringillidae,1241,5212
,,,,Loxia,leucoptera,White-winged Crossbill,Bec-croisé bifascié,Loxia leucoptera,Passeriformes,Fringillidae,1242,5220
,,,,Loxia,curvirostra / leucoptera,unid. Red Crossbill / White-winged Crossbill,unid Bec-croisé des sapins / Bec-croisé bifascié,Loxia curvirostra / leucoptera,Passeriformes,Fringillidae,1243,5225
,,,,Carduelis,carduelis,European Goldfinch,Chardonneret élégant,Carduelis carduelis,Passeriformes,Fringillidae,1244,5261
,,,,Spinus,pinus,Pine Siskin,Tarin des pins,Spinus pinus,Passeriformes,Fringillidae,1246,5330
,,,,Spinus,psaltria,Lesser Goldfinch,Chardonneret mineur,Spinus psaltria,Passeriformes,Fringillidae,1249,5300
,,,,Spinus,lawrencei,Lawrence's Goldfinch,Chardonneret gris,Spinus lawrencei,Passeriformes,Fringillidae,1250,5310
,,,,Spinus,tristis,American Goldfinch,Chardonneret jaune,Spinus tristis,Passeriformes,Fringillidae,1251,5290
,,,,Calcarius,lapponicus,Lapland Longspur,Plectrophane lapon,Calcarius lapponicus,Passeriformes,Calcariidae,1252,5360
,,,,Calcarius,ornatus,Chestnut-collared Longspur,Plectrophane à ventre noir,Calcarius ornatus,Passeriformes,Calcariidae,1253,5380
,,,,Calcarius,pictus,Smith's Longspur,Plectrophane de Smith,Calcarius pictus,Passeriformes,Calcariidae,1254,5370
,,,,Rhynchophanes,mccownii,McCown's Longspur,Plectrophane de McCown,Rhynchophanes mccownii,Passeriformes,Calcariidae,1255,5390
,,,,Plectrophenax,nivalis,Snow Bunting,Plectrophane des neiges,Plectrophenax nivalis,Passeriformes,Calcariidae,1256,5340
,,,,Peucaea,carpalis,Rufous-winged Sparrow,Bruant à épaulettes,Peucaea carpalis,Passeriformes,Passerellidae,1269,5790
,,,,Peucaea,botterii,Botteri's Sparrow,Bruant de Botteri,Peucaea botterii,Passeriformes,Passerellidae,1274,5760
tertiary,,,,Peucaea,cassinii,Cassin's Sparrow,Bruant de Cassin,Peucaea cassinii,Passeriformes,Passerellidae,1275,5780
,,,,Peucaea,aestivalis,Bachman's Sparrow,Bruant des pinèdes,Peucaea aestivalis,Passeriformes,Passerellidae,1276,5750
,,,,Ammodramus,savannarum,Grasshopper Sparrow,Bruant sauterelle,Ammodramus savannarum,Passeriformes,Passerellidae,1277,5460
,,,,Arremonops,rufivirgatus,Olive Sparrow,Tohi olive,Arremonops rufivirgatus,Passeriformes,Passerellidae,1278,5860
tertiary,,,,Amphispiza,bilineata,Black-throated Sparrow,Bruant à gorge noire,Amphispiza bilineata,Passeriformes,Passerellidae,1281,5730
,,,,Chondestes,grammacus,Lark Sparrow,Bruant à joues marron,Chondestes grammacus,Passeriformes,Passerellidae,1282,5520
,,,,Calamospiza,melanocorys,Lark Bunting,Bruant noir et blanc,Calamospiza melanocorys,Passeriformes,Passerellidae,1283,6050
,,,,Spizella,passerina,Chipping Sparrow,Bruant familier,Spizella passerina,Passeriformes,Passerellidae,1284,5600
,,,,Spizella,pallida,Clay-colored Sparrow,Bruant des plaines,Spizella pallida,Passeriformes,Passerellidae,1285,5610
,,,,Spizella,atrogularis,Black-chinned Sparrow,Bruant à menton noir,Spizella atrogularis,Passeriformes,Passerellidae,1286,5650
,,,,Spizella,pusilla,Field Sparrow,Bruant des champs,Spizella pusilla,Passeriformes,Passerellidae,1287,5630
,,,,Spizella,breweri,Brewer's Sparrow,Bruant de Brewer,Spizella breweri,Passeriformes,Passerellidae,1288,5620
,,,,Passerella,iliaca,Fox Sparrow,Bruant fauve,Passerella iliaca,Passeriformes,Passerellidae,1293,5850
,,,,Spizelloides,arborea,American Tree Sparrow,Bruant hudsonien,Spizelloides arborea,Passeriformes,Passerellidae,1294,5590
,,,,Junco,hyemalis hyemalis,(Slate-colored Junco) Dark-eyed Junco,Junco ardoisé (groupe hyemalis),Junco hyemalis hyemalis,Passeriformes,Passerellidae,1296,5670
,,,,Junco,hyemalis oreganus,(Oregon Junco) Dark-eyed Junco,Junco ardoisé (groupe oreganus),Junco hyemalis oreganus,Passeriformes,Passerellidae,1297,5671
,,,,Junco,hyemalis mearnsi,(Pink-sided Junco) Dark-eyed Junco,Junco ardoisé (groupe mearnsi),Junco hyemalis mearnsi,Passeriformes,Passerellidae,1298,5680
,,,,Junco,hyemalis aikeni,(White-winged Junco) Dark-eyed Junco,Junco ardoisé (à ailes blanches),Junco hyemalis aikeni,Passeriformes,Passerellidae,1299,5660
,,,,Junco,hyemalis caniceps,(Gray-headed Junco) Dark-eyed Junco,Junco ardoisé (à tête grise),Junco hyemalis caniceps,Passeriformes,Passerellidae,1300,5690
,,,,Junco,hyemalis,(unid. race) Dark-eyed Junco,Junco ardoisé (groupe non identifié),Junco hyemalis,Passeriformes,Passerellidae,1301,5677
,,,,Junco,phaeonotus,Yellow-eyed Junco,Junco aux yeux jaunes,Junco phaeonotus,Passeriformes,Passerellidae,1302,5700
secondary,EP,4/9/2019; checked 8/30/2022 - 8/31/2022,"Chilton, G., M. C. Baker, C. D. Barrentine, and M. A. Cunningham (2020). White-crowned Sparrow (Zonotrichia leucophrys), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.whcspa.01",Zonotrichia,leucophrys,White-crowned Sparrow,Bruant à couronne blanche,Zonotrichia leucophrys,Passeriformes,Passerellidae,1305,5540
,,,,Zonotrichia,atricapilla,Golden-crowned Sparrow,Bruant à couronne dorée,Zonotrichia atricapilla,Passeriformes,Passerellidae,1306,5570
,,,,Zonotrichia,querula,Harris's Sparrow,Bruant à face noire,Zonotrichia querula,Passeriformes,Passerellidae,1307,5530
,,,,Zonotrichia,albicollis,White-throated Sparrow,Bruant à gorge blanche,Zonotrichia albicollis,Passeriformes,Passerellidae,1308,5580
,,,,Artemisiospiza,nevadensis,Sagebrush Sparrow,Bruant des armoises,Artemisiospiza nevadensis,Passeriformes,Passerellidae,1309,5738
,,,,Artemisiospiza,belli,Bell's Sparrow,Bruant de Bell,Artemisiospiza belli,Passeriformes,Passerellidae,1310,5739
,,,,Artemisiospiza,nevadensis / belli,unid. Sagebrush Sparrow / Bell's Sparrow,unid Bruant des armoises / Burant de Bell,Artemisiospiza nevadensis / belli,Passeriformes,Passerellidae,1311,5740
,,,,Pooecetes,gramineus,Vesper Sparrow,Bruant vespéral,Pooecetes gramineus,Passeriformes,Passerellidae,1313,5400
,,,,Ammospiza,leconteii,LeConte's Sparrow,Bruant de LeConte,Ammospiza leconteii,Passeriformes,Passerellidae,1314,5480
,,,,Ammospiza,maritima,Seaside Sparrow,Bruant maritime,Ammospiza maritima,Passeriformes,Passerellidae,1315,5500
,,,,Ammospiza,nelsoni,Nelson's Sparrow,Bruant de Nelson,Ammospiza nelsoni,Passeriformes,Passerellidae,1316,5491
,,,,Ammospiza,caudacuta,Saltmarsh Sparrow,Bruant à queue aiguë,Ammospiza caudacuta,Passeriformes,Passerellidae,1317,5490
,,,,Centronyx,bairdii,Baird's Sparrow,Bruant de Baird,Centronyx bairdii,Passeriformes,Passerellidae,1318,5450
,,,,Centronyx,henslowii,Henslow's Sparrow,Bruant de Henslow,Centronyx henslowii,Passeriformes,Passerellidae,1319,5470
,,,,Passerculus,sandwichensis,Savannah Sparrow,Bruant des prés,Passerculus sandwichensis,Passeriformes,Passerellidae,1320,5420
,,,,Melospiza,melodia,Song Sparrow,Bruant chanteur,Melospiza melodia,Passeriformes,Passerellidae,1322,5810
,,,,Melospiza,lincolnii,Lincoln's Sparrow,Bruant de Lincoln,Melospiza lincolnii,Passeriformes,Passerellidae,1323,5830
